"Data Source","World Development Indicators",

"Last Updated Date","2024-11-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"United Arab Emirates","ARE","Trade (% of GDP)","NE.TRD.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8645799289427","93.0716588147781","102.300169490783","116.622612523831","119.552871642254","119.470669577786","136.798152865771","148.513544025723","153.461944358373","138.892096911897","147.392662018666","159.970470619225","161.100482455585","164.02950986361","169.476236698198","170.903087759947","172.803424990073","157.920573132687","167.383564922717","166.571899325291","","","",
"United Arab Emirates","ARE","External balance on goods and services (current US$)","NE.RSB.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8733832539.14227","6517631041.52485","11870388019.0606","15540550034.0368","28208386657.5902","39503262083.0497","20556024506.467","29093805309.7345","14819060585.4323","59717358747.4472","99894894486.0449","135765282505.106","139735057862.491","123478284547.311","94976174268.2097","90183798502.3826","93260721579.3056","111327433628.319","108446482722.941","88351313900.6127","","","",
"United Arab Emirates","ARE","Imports of goods and services (constant 2015 US$)","NE.IMP.GNFS.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72781954967.1585","82198726792.4051","95341250345.2084","123693773080.913","142166998995.28","168034699742.564","225940310475.061","274287267411.213","231349528804.577","184192813904.445","219203327873.054","237976452445.927","257076830927.826","282436925002.868","266276378488.768","273340750431.564","281412208802.165","312187483405.465","295030975580.575","276067057165.984","","","",
"United Arab Emirates","ARE","Gross capital formation (constant LCU)","NE.GDI.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132642579000","140020949000","149687423400","154012124800","182079130100","209133971200","291608787200","291679945400","317749613500","288634831900","283875168100","280982880400","277092483700","341252212100","387729778900","402360886100","442029163200","391003950500","334543219200","347597944800","","","",
"United Arab Emirates","ARE","Gross capital formation (current US$)","NE.GDI.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23247802287.2703","24758811082.369","27517552893.1246","29533120000","36424851681.4159","42802745377.808","64992757985.0238","79178107855.6841","80206027365.5548","78593555316.5419","81219427147.7195","81978431095.9837","75126823335.6024","89369188618.1076","91822890156.5691","92902151858.4071","97541306140.2315","99269102573.179","93724842260.0408","79632485146.3581","","","",
"United Arab Emirates","ARE","Gross fixed capital formation (% of GDP)","NE.GDI.FTOT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9781022476885","21.0714174063972","20.7914763654519","18.6841157151146","18.3791279785529","17.5782112065002","23.5730265192985","22.3738986039956","28.9130021991292","23.9025099550245","20.8318259888172","20.2703249636754","17.7534303713946","19.060361108054","22.6115622921777","23.6443123845878","18.7381476133347","17.1282976714342","18.3694981526409","20.205571009316","","","",
"United Arab Emirates","ARE","Gross fixed capital formation (current LCU)","NE.GDI.FTOT.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79593437300","84981026400","94946771800","101433261600","121912000000","143389511800","223283000000","259219632200","269224193400","263511857600","276054657800","286314425000","260940372400","289870345200","307480313900","320638199700","268737446800","268629779200","281984150700","259326309600","","","",
"United Arab Emirates","ARE","Exports of goods and services (% of GDP)","NE.EXP.GNFS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.1592253276122","49.5033473840813","55.9231992151745","63.5677298138648","67.5853113898841","68.6277976715135","72.3840975003088","78.86788870154","79.6533178621862","79.392673459848","87.5386024465685","97.6349633773452","98.0075860876661","96.9237967434986","97.5631880705978","97.6631210861556","98.342392206754","91.994776867123","96.6641687524381","95.9265985861602","","","",
"United Arab Emirates","ARE","Exports of goods and services (current LCU)","NE.EXP.GNFS.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","186516000000","199647000000","255380000000","345099670000","448305300000","559812730000","685620000000","913748000000","741694000000","875260000000","1160025000000","1379075000000","1440518000000","1474019000000","1326700000000","1324400000000","1410400000000","1442790000000","1483860000000","1231160000000","","","",
"United Arab Emirates","ARE","Gross national expenditure (constant 2015 US$)","NE.DAB.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195426221911.161","207003959513.768","213439199919.534","231158246121.137","240744093697.879","272470642112.76","316484767854.81","345954510015.132","291522280880.599","234090486690.138","251599821882.292","234070161522.195","250811340968.187","283412318413.861","263158770129.34","268189590690.498","294833501843.727","288903749354.063","295086722375.939","278002737083.63","","","",
"United Arab Emirates","ARE","Final consumption expenditure (% of GDP)","NE.CON.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.0435236102179","71.5191819489214","68.3241041952254","69.5084916142461","64.2153817245223","62.9445816042946","66.8307750446845","65.6796842279188","62.521750023432","50.4603806304242","46.9890112957046","40.7807631009196","43.7874896448549","45.9520087530471","46.2725441064774","47.110818261496","49.8835074748071","49.5536327717899","51.4472541646065","54.6208026809402","","","",
"United Arab Emirates","ARE","Final consumption expenditure (current LCU)","NE.CON.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261959413800","288436860800","312010220700","377351174700","425951961700","513453429400","633019096300","760952031200","582172947800","556297588000","622678753200","576020402200","643589639600","698839049500","629231019200","638865182800","715415777100","777168968300","789749951300","701025038100","","","",
"United Arab Emirates","ARE","Households and NPISHs Final consumption expenditure, PPP (current international $)","NE.CON.PRVT.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","253994942619.223","279197029294.598","197170362398.576","183426123413.655","206328508515.614","185480373994.84","198400363540.148","198676604562.177","166276444028.043","168370820767.146","189357149042.763","228273609313.96","245965221113.842","202091891525.097","","","",
"United Arab Emirates","ARE","Households and NPISHs Final consumption expenditure (annual % growth)","NE.CON.PRVT.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2044565368129","1.99561473145653","11.4218878086469","2.66825428108635","15.2455243662964","12.3011692068307","11.9117430465567","-28.0124418287064","-27.3163351675357","11.0059265928116","-10.8109139115084","5.20879062692985","12.3201912167533","-19.0778475045776","1.63299113146194","9.37789623315169","6.09876470952295","9.95596888474549","-12.4816310187798","","","",
"United Arab Emirates","ARE","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61087656609.9387","67397163131.3819","72834474935.3302","89820739523.4854","101764918093.941","124444700830.497","155001863144.997","184183067283.867","132573846752.893","122407762722.941","134648842777.4","120397631640.572","132394564084.411","146219333369.639","126824783989.108","129233917685.5","143857529503.063","161715988645.337","163818997113.683","140385732171.545","","","",
"United Arab Emirates","ARE","General government final consumption expenditure (constant 2015 US$)","NE.CON.GOVT.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21513142791.2204","22553361375.4601","23579949702.5973","23176694627.0847","21873180088.7447","21111217497.6147","21201642369.5371","23710267912.628","31511408503.3884","31786340026.8433","35680293807.9042","34908698761.4966","45658114208.8561","45877287432.963","44511095983.6624","44006639684.4562","49167976649.4615","46727077740.6311","51389203096.5227","51738166262.3593","","","",
"United Arab Emirates","ARE","Military expenditure (% of general government expenditure)","MS.MIL.XPND.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.1598216381131","20.6072477962782","20.6520006376534","26.1858822672831","22.2450898453824","22.8546521764398","23.4029772501392","26.042587718842","23.2249044823855","20.6432633849774","18.5816629191982","16.7108388253614","15.5930955120829","18.7415637308207","17.5485140622275","17.4275928988533","19.9148885242204","17.0387678455648","","","","","","","","","",
"United Arab Emirates","ARE","Armed forces personnel (% of total labor force)","MS.MIL.TOTL.TF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.2778102236993","4.88918006672397","4.57134118163351","4.68767578784204","5.22441435050964","4.52806501610055","4.24195324137038","3.96368657950187","3.70054824610962","3.4824673597832","3.25470107050077","1.91566636569932","2.18622289949435","2.03363138234873","1.90910132237085","1.64668792939002","1.35309632215154","1.11900534028843","0.962461909626336","0.897082634503029","0.881919915446361","0.867489750013268","1.05462594091885","1.03850752950927","1.02341608491689","1.00894372560318","0.995492473286829","0.983613314439631","0.972296794985665","0.970490914356487","","","",
"United Arab Emirates","ARE","Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)","LP.LPI.TIME.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.12","","","3.94","","4.1","","3.915654","","4.134212","","4.38","","","","4.2","",
"United Arab Emirates","ARE","Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)","LP.LPI.INFR.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","","3.81","","3.84","","3.703943","","4.069324","","4.02","","","","4.1","",
"United Arab Emirates","ARE","Individuals using the Internet (% of population)","IT.NET.USER.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.102939175","0.375393534","3.295592694","6.908302986","14.94269899","23.6253","26.2718","28.3165","29.478","30.1313","40","52","61","63","64","68","78","85","88","90.4","90.5","90.6","94.8199","98.45","99.15","100","100","100","100",
"United Arab Emirates","ARE","Secure Internet servers","IT.NET.SECR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","785","1124","2167","2533","3382","5434","8787","12192","14292","18682","13901","24706","16388","22222",
"United Arab Emirates","ARE","Fixed telephone subscriptions","IT.MLT.MAIN","","","","","","","","","","","","","","","","25808","36061","49830","72082","96386","120591","142591","163098","177841","188806","207052","220678","247800","296143","352730","396435","437503","491549","553206","615124","672330","738074","835090","915223","975178","1020100","1052930","1093650","1135760","1187730","1236860","1309680","1385520","1595990","1580150","1479490","1825500","1967490","2086020","2103040","2258650","2285810","2320840","2341390","2362600","2380870","2242980","2286100","2258510",
"United Arab Emirates","ARE","Liner shipping connectivity index (maximum value in 2004 = 100)","IS.SHP.GCNW.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.4759793784","50.7514177572","58.3127645188","62.3635843518","61.0506946881","61.2757581724","65.2144604598","63.7287040707","64.034032589","69.0497396167","70.0950961659","71.8084905504","71.6990324675","72.1336403449","76.4964988805","73.942853845","","",
"United Arab Emirates","ARE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","127500","173000","240100","299800","374500","456500","521500","577800","569800","601800","674200","717500","935200","1093000","1329500","1481700","1685900","2041800","2508800","2936300","3368700","3550500","4063500","4720400","5263700","5840300","6893085","7675845","9667005","11609840","14314326","","","","","31761631","44948143.8494121","50342891.8028694","59948766.6976478","68151865","75608196","84343562","91763598","95306195","95758342","93995208.09","26116897","28422616","","",
"United Arab Emirates","ARE","Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)","IQ.SPI.PIL4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.1333333333333","49.5083333333333","54.2583333333333","55.9083333333333","57.5083333333333","61.675","62.525","62.525",
"United Arab Emirates","ARE","Statistical performance indicators (SPI): Overall score (scale 0-100)","IQ.SPI.OVRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.0433333333333","54.68","59.59","58.0025","64.5041666666667","74.2966666666667","74.2525","77.635",
"United Arab Emirates","ARE","CPIA policies for social inclusion/equity cluster average (1=low to 6=high)","IQ.CPA.SOCI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","CPIA property rights and rule-based governance rating (1=low to 6=high)","IQ.CPA.PROP.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","IDA resource allocation index (1=low to 6=high)","IQ.CPA.IRAI.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","CPIA financial sector rating (1=low to 6=high)","IQ.CPA.FINS.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","CPIA debt policy rating (1=low to 6=high)","IQ.CPA.DEBT.XQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","33","23","21","29","35","57","63","57","55","39","69","","",
"United Arab Emirates","ARE","Industrial design applications, nonresident, by count","IP.IDS.NRCT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","397","444","400","468","698","745","867","747","638","857","634","869","","",
"United Arab Emirates","ARE","Public private partnerships investment in energy (current US$)","IE.PPN.ENGY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3802000000","",
"United Arab Emirates","ARE","Investment in energy with private participation (current US$)","IE.PPI.ENGY.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3802000000","",
"United Arab Emirates","ARE","Profit tax (% of commercial profits)","IC.TAX.PRFT.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","",
"United Arab Emirates","ARE","Labor tax and contributions (% of commercial profits)","IC.TAX.LABR.CP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","14.1","","","","",
"United Arab Emirates","ARE","Start-up procedures to register a business, female (number)","IC.REG.PROC.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","11","11","11","10","10","9","9","8","7","7","7","7","5","5","3","3","","","","",
"United Arab Emirates","ARE","Time required to start a business (days)","IC.REG.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3","19.3","19.3","19.3","18.3","18.2","15.2","15.2","13.2","8.2","8.3","8.3","8.3","8.3","8.3","3.8","3.8","","","","",
"United Arab Emirates","ARE","Procedures to register property (number)","IC.PRP.PROC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","","","","",
"United Arab Emirates","ARE","Time to resolve insolvency (years)","IC.ISV.DURS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","3.2","","","","",
"United Arab Emirates","ARE","Intentional homicides, male (per 100,000 male)","VC.IHR.PSRC.MA.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.794390978522421","0.581666780853156","0.83327447052545","0.616834115435605","0.708026488355192","0.79182924598225","","","","0.667306763867915","0.787599964388127","0.522110055578615","","",
"United Arab Emirates","ARE","Internally displaced persons, new displacement associated with conflict and violence (number of cases)","VC.IDP.NWCV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Voice and Accountability: Percentile Rank, Lower Bound of 90% Confidence Interval","VA.PER.RNK.LOWER","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","21.3930339813232","","22.3880596160889","","20.3980102539062","11.9402980804443","21.634614944458","20.6730766296387","12.0192308425903","15.384614944458","15.384614944458","16.5876770019531","14.2180099487305","15.4929580688477","14.5539903640747","14.5539903640747","12.8078813552856","10.837438583374","12.8078813552856","12.3152713775635","12.1359224319458","12.0772943496704","11.1111106872559","11.5942029953003","11.5942029953003","12.2549018859863",
"United Arab Emirates","ARE","Travel services (% of commercial service exports)","TX.VAL.TRVL.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Commercial service exports (current US$)","TX.VAL.SERV.CD.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Merchandise exports by the reporting economy (current US$)","TX.VAL.MRCH.WL.CD","","","","","","","","","","","","","","","","","8590700000","9637000000","9125400000","13651600000","21618400000","21238100000","16836800000","14672140436","14191793648","14042949978","12344499257","13494785329","13226735331","16464373913","21835694583","23516551224","22696710378","21227511979","21523231408","24087194467","27689455081","31261946066","25811620513","28097778714","43366309637","41205066806","40071086793","53218902568","73132579935","100247000000","119656000000","135064000000","196192000000","121296000000","176099000000","229971000000","265273000000","265512000000","251138000000","183090000000","177997000000","200534000000","256828000000","253597000000","216615000000","","","",
"United Arab Emirates","ARE","Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)","TX.VAL.MRCH.R4.ZS","","","","","","","","","","","","","","","","","0.781077211403029","1.35830652692747","2.60591316545028","2.69711975153096","2.51730007771158","1.94979776910364","1.21935284614654","1.21935284615286","1.21935284622819","1.21935284625878","4.91701051954464","3.51611681265197","3.20009386675245","6.04570511819874","6.15901817111022","6.99677194941227","8.3505191031627","6.57553930918217","4.21818402588445","2.8612036014082","2.86718256582725","2.57705702664557","4.31648471454497","4.13724794389809","3.95620149687859","5.23147550797348","6.90085054414611","7.99995163665773","9.47905416322162","8.56009931569024","8.34928859062646","9.39850290380856","9.61587183320421","12.4344515136526","14.2959526306225","6.69840531458314","7.0551929781772","7.07908029015638","6.78499939435689","6.66011345676989","6.91917104220858","7.37562758684313","5.20341182386656","3.9766260633998","3.84021762435658","","","",
"United Arab Emirates","ARE","Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)","TX.VAL.MRCH.OR.ZS","","","","","","","","","","","","","","","","","6.28819537406731","6.22392860848812","7.22269708725097","9.22968736265346","9.81154942086371","13.2036293265405","11.0697994868384","11.0697994869299","11.0697994870403","11.069799487404","13.6765516522767","14.4153357414488","15.7601356640732","18.6888614148583","17.0782253914865","18.7691050458683","19.1470321918639","17.1028241324893","18.675990751493","18.0456006069745","17.3089849042613","18.7328740480301","21.1237042364054","22.6060386690918","22.954098207395","22.89319504665","24.4203415184372","26.2371340261268","29.7341651974089","28.8394139764781","32.1564749849569","35.436462473346","38.8894562000489","43.7723651810447","49.3461960079274","43.0433427132117","42.3279239681385","43.0172142743078","41.994256124123","42.7464194106723","41.4874235987123","45.3704460066622","39.7038560160886","39.2817030520866","38.668541978164","","","",
"United Arab Emirates","ARE","Ores and metals exports (% of merchandise exports)","TX.VAL.MMTL.ZS.UN","","","","","","","","","","","","","","","","","","","0.0309864749844809","0.0249046521644514","","","","42.4517103937437","","","","","","","","78.0927765118536","67.7339781897313","54.886383240713","","","","","","4.01040426808986","3.17123176217688","3.70983529958869","2.058972392629","1.70610997692075","1.07668388293058","0.968747921724651","1.37797638535551","1.21861594925912","0.91452342479419","0.862793085303155","1.02364676133139","1.13331007043112","1.61864434587426","1.98932139408331","3.27214956130429","4.52368131648225","4.88854854395622","5.35466404065746","6.00505065769388","3.77275733996035","3.41081233456813","4.79280902285031","4.52970103395539","",
"United Arab Emirates","ARE","Fuel exports (% of merchandise exports)","TX.VAL.FUEL.ZS.UN","","","","","","","","","","","","","","","","","","","94.9120964679524","92.0270022947173","","","","21.3097629464883","","","","","","","","7.29751110467935","10.3042686746707","9.11330268720246","","","","","","91.2876718951178","93.843835816671","91.783197076844","55.7261089954946","48.2728267331956","54.0586347867889","57.7303108639363","62.2532759092846","63.7197610075105","62.304908634584","43.5246022231876","49.9895856498744","53.5351069475687","47.2314196497577","55.8450474819963","50.7904126785472","37.6515533891839","31.5589751074458","35.9982377334342","68.5381737167988","77.8387271988389","71.434331985329","70.3219846270872","73.1440771980313","",
"United Arab Emirates","ARE","Export volume index (2015 = 100)","TX.QTY.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","14.0082812294","12.0433475478","10.5502145535","10.1915084204","10.8866216995","10.5193265552","14.652525734","14.5034519941","17.9052019385","","","","","","","","","","","","35.5379957927","37.32943606","41.1970508193","46.5623455387","52.8806419725","53.8482881133","58.0667369167","65.5748539433","69.5051521122","68.7514435689","65.9482211735","74.6746845379","89.1202522978","95.6233952456","90.1991697869","100","104.3617546698","101.0330064854","111.3968452291","116.362526167","105.5380254421","101.8339180873","","",
"United Arab Emirates","ARE","Transport services (% of commercial service imports)","TM.VAL.TRAN.ZS.WT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)","TM.VAL.MRCH.WR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)","TM.VAL.MRCH.R5.ZS","","","","","","","","","","","6.88633839318771","5.62700964630225","4.89185364867597","4.67088758810178","5.32724505327245","4.60406498142347","5.43030090358803","4.86107093962708","3.71410504389228","3.79208233907369","3.37693555350704","3.87021694567817","3.99271163278494","4.95332695069411","4.27930486142662","4.6730413325108","5.146944487638","4.43413997971308","4.52732817264837","5.55497436970394","5.25627615062761","5.68119900905941","5.96646376478695","6.77254098360656","6.64478691019787","7.49535116578458","7.67191090684108","6.95267002769954","6.97994176641863","8.19592476425253","7.83112581934067","7.32060459989179","7.82637344555089","9.67564444362719","10.5431600348692","11.5640877516184","9.33507628319936","10.3226889292649","10.4839442369887","11.2658904252555","13.165370449548","14.5837378622916","11.3065095231394","7.25993575103885","6.25254222845321","6.58017054394724","7.35198600796485","8.4725600381044","10.0685335961778","11.6985001464304","12.0090379240154","","","",
"United Arab Emirates","ARE","Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)","TM.VAL.MRCH.R1.ZS","","","","","","","","","","","2.48056275453536","3.05466237942122","3.53749747321609","3.40461115756779","3.30909295901686","2.82654622277264","2.68444600403544","2.98490194944178","2.4438327629817","3.21133887243768","3.59514113350214","3.15382644345746","2.8263610072354","3.72786022020105","3.93713084961381","4.68846391116595","5.58233556212098","7.0569482683669","8.16326530612245","9.19552254419918","10.8089260808926","12.5756463998489","12.2774778913518","12.9149590163934","12.7853881278539","14.5186668573881","15.1316952448294","14.884895945338","13.0985118084762","10.7023253314703","13.5935633127639","12.312079664843","13.2717239054687","14.8493995696213","10.9623866067914","12.524423306374","12.6513188554151","14.4341843152239","14.4081219226406","11.9508498020873","10.894242043149","10.8907282248654","17.9255519762064","9.08547551875324","10.8385266012081","11.4647643190539","11.8043556751425","25.995695744491","22.3269567474529","22.7019535404639","22.6156723552394","","","",
"United Arab Emirates","ARE","Merchandise imports from economies in the Arab World (% of total merchandise imports)","TM.VAL.MRCH.AL.ZS","","","","","","","","","","","","","","","","","6.43331286370149","6.0527178419236","4.56219312602291","9.41983152689532","6.53566552701899","11.1152630679877","7.95788001737343","7.77285782671134","9.03282598818719","8.79086983343615","7.82148965946198","7.75249963773366","6.73234811165846","7.82508630609896","8.2897489539749","5.83376317682187","4.95004019754221","5.43545081967213","5.19406392694064","6.55604825251514","6.20912144246067","6.138550243617","6.34098997088321","6.82922690096535","6.40074187696895","8.7174057291997","7.68239849132069","7.49719397663763","4.77188005672855","4.90187744862191","6.83657463371721","5.18637229158056","5.04386197501877","5.66687043939641","5.58248542102636","6.03755549224602","7.48616665056593","4.58554896283026","4.63243546273383","4.6878327980707","6.90131716660922","8.76980489071176","8.70188213406293","9.58496233865723","9.65038149521271","","","",
"United Arab Emirates","ARE","ICT goods imports (% total goods imports)","TM.VAL.ICTG.ZS.UN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.08","","4.96","4.5","","","","10.99","3.3","4.38","4.9","5.54","17.19","13.3","11.99","13.26","12.24","","",
"United Arab Emirates","ARE","Import unit value index (2015 = 100)","TM.UVI.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.5","85","89.5","97","91.5","97.2","110.6","111.5","107.9","107.2","100","100.7","102.7","105.2","104.2","105.6","115.1","125.5","125.1",
"United Arab Emirates","ARE","Tariff rate, most favored nation, simple mean, primary products (%)","TM.TAX.TCOM.SM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","5.71","5.69","5.22","6.05","5.97","","4.83","5.14","5.14","4.93","5.16","5.18","6.68","6.32","6.29","6.02","6.06","","",
"United Arab Emirates","ARE","Binding coverage, primary products (%)","TM.TAX.TCOM.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","100","100","100","100","100","","100","100","100","100","100","100","100","100","99.92","99.92","99.92","","",
"United Arab Emirates","ARE","Tariff rate, most favored nation, simple mean, all products (%)","TM.TAX.MRCH.SM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.09","","5.09","5.04","4.81","5","4.98","","4.72","4.74","4.74","4.68","4.75","4.76","5.14","5.05","5.05","4.97","4.98","","",
"United Arab Emirates","ARE","Binding coverage, all products (%)","TM.TAX.MRCH.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.96","","99.96","99.96","99.98","99.98","99.98","","99.98","100","100","100","100","100","100","100","99.98","99.98","99.98","","",
"United Arab Emirates","ARE","Tariff rate, most favored nation, simple mean, manufactured products (%)","TM.TAX.MANF.SM.FN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.99","","4.92","4.86","4.7","4.7","4.7","","4.7","4.63","4.63","4.62","4.63","4.63","4.64","4.64","4.66","4.64","4.64","","",
"United Arab Emirates","ARE","Binding coverage, manufactured products (%)","TM.TAX.MANF.BC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.95","","99.95","99.95","99.97","99.97","99.97","","99.97","100","100","100","100","100","100","100","100","100","100","","",
